Player,Nationality,Team,League,Position,General Position,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total),Matches,% Saves,% Long Passes,% Crosses Stopped,PSxG/Save
Josep Martinez,ESP,Inter,Italian Serie A,GK,Goalkeeper,27,180,2.5,0.5,2.0,0.7,0.2,0.5,3.0,10.5,30.5,3.5,836.2,4.5,216.9,10.5,0.0,2.0,42.4,1,80.0,28.57,0.0,22.4
José Sá,POR,Wolves,English Premier League,GK,Goalkeeper,32,360,4.0,2.75,1.25,1.8,-0.95,0.0,6.0,15.0,27.0,3.5,999.95,5.75,306.4,11.5,1.0,1.0,15.95,1,31.25,40.0,8.7,14.06
João Virgínia,POR,Sporting CP,UEFA Champions League,GK,Goalkeeper,25,90,4.0,1.0,3.0,0.8,-0.2,0.0,1.0,6.0,22.0,7.0,695.2,5.0,190.0,7.0,1.0,1.0,16.5,1,75.0,16.67,14.29,15.0
Juan Musso,ARG,Atlético Madrid,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,31,180,3.5,0.5,3.0,0.5,0.0,0.5,2.0,7.0,23.0,4.5,609.5,8.0,347.6,18.0,1.0,0.0,0.0,1,85.71,28.57,5.56,12.24
Julen Agirrezabala,ESP,Valencia,Spanish La Liga,GK,Goalkeeper,24,1350,4.47,1.53,2.93,1.31,-0.23,0.27,4.07,12.27,26.2,4.07,866.54,5.8,276.83,12.93,1.33,2.2,45.75,1,65.55,33.17,10.29,19.21
Kacper Tobiasz,POL,Legia Warsaw,UEFA Europa Conference League,GK,Goalkeeper,23,360,2.75,1.25,1.5,0.57,-0.68,0.0,5.5,15.0,30.25,2.75,1084.8,5.0,205.45,10.5,0.0,1.5,30.6,1,54.55,36.67,0.0,11.31
Kacper Trelowski,POL,Raków,UEFA Europa Conference League,GK,Goalkeeper,22,180,0.5,0.5,0.0,0.05,-0.45,0.5,5.0,10.5,28.0,2.0,793.95,5.5,288.8,9.0,0.5,2.0,39.7,1,0.0,47.62,5.56,0.0
Kamil Grabara,POL,Wolfsburg,German Bundesliga,GK,Goalkeeper,26,1170,4.85,1.77,2.92,1.91,0.14,0.08,4.08,15.38,36.54,5.46,1195.19,5.77,332.27,23.23,1.15,1.0,14.97,1,60.21,26.53,4.95,23.71
Karl Darlow,WAL,Leeds United,English Premier League,GK,Goalkeeper,35,450,4.0,1.6,2.6,1.02,-0.58,0.0,6.0,20.2,36.2,5.4,1369.68,5.2,297.3,16.4,1.0,0.8,10.78,1,65.0,29.7,6.1,16.58
Karl Jakob Hein,EST,Werder Bremen,German Bundesliga,GK,Goalkeeper,23,180,7.5,2.0,5.5,2.35,0.35,0.5,7.5,18.0,55.5,5.5,1650.9,5.0,293.5,14.0,1.0,3.0,55.65,1,73.33,41.67,7.14,22.98
Karl-Johan Johnsson,SWE,Strasbourg,French Ligue 1,GK,Goalkeeper,35,90,2.0,0.0,2.0,0.3,0.3,1.0,3.0,10.0,32.0,2.0,947.2,2.0,91.0,13.0,1.0,3.0,56.7,1,100.0,30.0,7.69,15.0
Karlo Letica,CRO,Lausanne-Sport,UEFA Europa Conference League,GK,Goalkeeper,28,360,2.25,0.75,1.5,1.05,0.3,0.5,4.5,11.5,20.75,5.25,741.32,7.0,284.4,13.75,0.75,0.25,3.45,1,66.67,39.13,5.45,31.11
Kasper Schmeichel,DEN,Celtic,UEFA Europa League,GK,Goalkeeper,39,450,5.4,1.6,3.8,1.46,-0.14,0.0,3.8,11.6,34.2,3.0,1000.68,7.8,300.2,14.8,0.4,1.4,27.4,1,70.37,32.76,2.7,19.03
Kauã Santos,BRA,Eint Frankfurt,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,22,450,6.6,3.6,3.0,2.86,-0.74,0.0,2.4,14.0,37.0,4.8,1212.6,4.4,177.38,10.4,0.6,1.0,33.16,1,45.45,17.14,5.77,19.7
Kevin Trapp,GER,Paris FC,French Ligue 1,GK,Goalkeeper,35,360,3.75,1.5,2.25,1.85,0.35,0.5,3.0,13.75,39.5,4.75,1220.32,9.0,318.42,15.5,0.75,1.0,24.0,1,60.0,21.82,4.84,29.6
Kiril Fesiun,UKR,Shakhtar,UEFA Europa Conference League,GK,Goalkeeper,23,180,2.5,1.5,1.0,1.2,-0.3,0.0,1.5,2.5,43.5,2.0,980.5,3.0,58.0,10.0,0.5,5.0,131.85,1,40.0,60.0,5.0,19.2
Kjell Scherpen,NED,Union SG,UEFA Champions League,GK,Goalkeeper,25,450,4.8,2.4,2.4,2.04,-0.36,0.2,3.2,11.8,19.6,2.8,747.7,7.0,340.38,17.8,1.2,0.6,7.56,1,50.0,27.12,6.74,21.25
Kostas Tzolakis,GRE,Olympiacos,UEFA Champions League,GK,Goalkeeper,23,360,5.0,3.25,1.75,2.1,-1.15,0.0,5.25,22.75,22.5,3.25,1196.47,5.5,341.82,10.25,2.0,3.0,62.52,1,35.0,23.08,19.51,14.7
Krapyvtsov Vladyslav,UKR,Girona,Spanish La Liga,GK,Goalkeeper,20,136,5.96,3.97,1.99,2.25,-1.72,0.0,3.97,13.24,23.82,5.29,725.29,7.28,397.19,14.56,0.0,0.0,0.0,1,33.39,29.98,0.0,12.61
Lasse Rieß,GER,Mainz 05,"German Bundesliga, UEFA Europa Conference League",GK,Goalkeeper,24,359,6.77,3.26,3.51,2.48,-0.78,0.25,3.51,13.29,26.57,2.51,975.48,5.52,209.91,7.27,0.25,1.5,30.61,1,51.85,26.41,3.44,18.99
Leo Román,ESP,Mallorca,Spanish La Liga,GK,Goalkeeper,25,900,4.7,1.5,3.1,1.71,0.21,0.1,5.8,16.2,27.7,3.1,1063.65,5.8,272.79,14.5,0.7,0.5,5.93,1,65.96,35.8,4.83,24.0
Lorenzo Montipò,ITA,Hellas Verona,Italian Serie A,GK,Goalkeeper,29,1260,4.14,1.5,2.64,1.14,-0.36,0.21,6.5,20.79,22.93,3.29,1020.78,7.14,427.68,13.79,0.79,0.57,10.09,1,63.77,31.27,5.73,17.56
Lucas Bergström,FIN,Mallorca,Spanish La Liga,GK,Goalkeeper,23,450,4.4,1.4,3.0,1.32,-0.08,0.4,8.6,20.8,26.2,4.6,1112.32,7.4,453.8,21.2,0.6,2.8,44.44,1,68.18,41.35,2.83,20.45
Lucas Chevalier,FRA,Paris S-G,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,24,1710,2.84,1.05,1.74,0.97,-0.08,0.42,1.47,4.26,24.84,3.58,618.31,3.53,140.58,6.95,0.32,0.84,16.83,1,61.27,34.51,4.6,20.93
Lucas Perri,BRA,Leeds United,English Premier League,GK,Goalkeeper,27,900,4.5,2.1,2.4,1.89,-0.21,0.2,5.4,21.7,33.4,4.1,1359.81,5.6,325.01,14.0,0.5,0.3,4.89,1,53.33,24.88,3.57,22.4
Luiz Lúcio Reis Júnior,BRA,Villarreal,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,24,1440,3.25,0.94,2.25,1.08,0.14,0.44,1.56,6.5,20.5,4.88,594.99,3.5,107.76,11.75,1.31,1.88,32.04,1,69.23,24.0,11.15,23.01
Lukáš Horníček,CZE,Braga,UEFA Europa League,GK,Goalkeeper,23,450,4.2,1.0,3.2,1.02,0.02,0.6,3.0,11.6,33.8,4.4,1090.16,2.6,82.8,12.8,0.4,2.0,37.64,1,76.19,25.86,3.12,18.5
Lukáš Hrádecký,FIN,Monaco,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,36,618,4.08,1.6,2.62,1.56,-0.04,0.15,3.2,9.9,25.92,2.33,827.23,4.66,166.53,13.4,0.44,1.02,22.91,1,64.22,32.32,3.28,24.55
Lukáš Zima,CZE,FCSB,UEFA Europa League,GK,Goalkeeper,31,165,7.09,2.18,4.91,2.73,0.55,0.0,3.27,11.45,21.27,7.64,706.58,6.0,269.02,14.18,0.0,0.0,0.0,1,69.25,28.56,0.0,26.67
Mads Hermansen,DEN,West Ham,English Premier League,GK,Goalkeeper,25,360,5.0,2.75,2.25,2.3,-0.45,0.25,4.75,18.0,35.25,4.75,1194.72,4.0,245.28,18.0,1.25,0.25,2.6,1,45.0,26.39,6.94,20.7
Maduka Okoye,NGA,Udinese,Italian Serie A,GK,Goalkeeper,26,630,4.0,1.57,2.29,1.31,-0.26,0.29,7.43,18.86,33.43,2.14,1217.57,4.86,281.79,14.71,0.86,1.43,21.51,1,57.25,39.4,5.85,18.75
Manuel Neuer,GER,Bayern Munich,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,39,1440,2.88,0.94,1.94,0.87,-0.07,0.38,4.56,12.06,37.81,4.19,1187.55,4.25,146.06,10.06,0.38,3.44,83.41,1,67.36,37.81,3.78,20.35
Marco Bizot,NED,Aston Villa,"English Premier League, UEFA Europa League",GK,Goalkeeper,34,450,5.6,1.2,4.6,1.5,0.3,0.6,4.6,13.4,38.2,4.6,1167.02,5.2,236.76,17.2,0.8,2.6,52.06,1,82.14,34.33,4.65,22.0
Marco Carnesecchi,ITA,Atalanta,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,25,1710,4.47,1.16,3.26,1.19,0.03,0.32,6.0,15.0,33.63,4.84,1108.24,5.37,292.32,11.79,0.74,1.74,31.31,1,72.93,40.0,6.28,19.42
Marco Silvestri,ITA,Cremonese,Italian Serie A,GK,Goalkeeper,34,360,5.5,1.75,3.75,1.85,0.1,0.0,5.0,17.75,28.0,4.25,1027.95,11.0,478.4,17.75,0.5,0.75,12.85,1,68.18,28.17,2.82,22.93
Marin Ljubić,CRO,Zrinjski Mostar,UEFA Europa Conference League,GK,Goalkeeper,28,180,5.0,3.5,1.5,2.6,-0.9,0.0,1.5,8.0,22.5,3.0,713.5,7.0,296.9,11.5,0.5,1.5,27.8,1,30.0,18.75,4.35,15.6
Mark Flekken,NED,Leverkusen,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,32,1620,4.78,1.61,3.22,1.49,-0.12,0.28,3.22,9.83,30.61,3.94,894.48,5.56,246.2,13.0,0.39,0.94,17.77,1,67.36,32.76,3.0,21.0
Marko Dmitrović,SRB,Espanyol,Spanish La Liga,GK,Goalkeeper,33,1350,4.27,1.07,3.2,1.09,0.02,0.4,4.93,15.47,24.33,4.07,972.33,5.2,264.92,13.67,1.0,1.0,17.69,1,74.94,31.87,7.32,19.13
Martin Dúbravka,SVK,Burnley,English Premier League,GK,Goalkeeper,36,1350,5.53,2.0,3.73,1.92,-0.08,0.13,6.8,22.73,26.8,4.4,970.77,11.0,695.35,19.4,0.67,0.33,3.87,1,67.45,29.92,3.45,23.42
Martin Jedlička,CZE,Viktoria Plzeň,UEFA Europa League,GK,Goalkeeper,27,360,3.75,0.5,3.25,1.32,0.82,0.5,4.75,17.25,24.75,4.0,1012.7,5.75,329.28,13.75,0.5,0.0,0.0,1,86.67,27.54,3.64,30.51
Martin Zlomislić,BIH,Rijeka,UEFA Europa Conference League,GK,Goalkeeper,27,270,2.67,0.67,1.67,0.73,0.07,0.33,3.33,13.0,29.67,6.0,962.43,4.67,262.8,9.67,1.33,0.33,3.67,1,62.55,25.62,13.75,17.1
Marvin Keller,SUI,Young Boys,UEFA Europa League,GK,Goalkeeper,23,450,6.2,2.4,3.8,1.78,-0.62,0.2,3.8,12.8,33.0,3.8,1010.32,9.6,386.3,11.4,0.0,1.6,29.64,1,61.29,29.69,0.0,17.6
Marvin Schwäbe,GER,Köln,German Bundesliga,GK,Goalkeeper,30,1170,4.69,1.62,3.0,1.54,-0.08,0.15,9.62,23.62,40.31,2.62,1456.1,8.62,500.05,17.15,0.31,0.85,16.78,1,63.97,40.73,1.81,21.0
Marwin Hitz,SUI,Basel,UEFA Europa League,GK,Goalkeeper,38,360,6.75,1.25,5.25,1.75,0.5,0.25,5.0,11.5,28.0,4.0,946.52,4.0,147.05,11.75,1.5,0.75,12.88,1,77.78,43.48,12.77,20.16
Massimo Pessina,ITA,Bologna,Italian Serie A,GK,Goalkeeper,17,83,1.08,0.0,1.08,0.11,0.11,1.08,7.59,17.35,33.61,3.25,1270.63,1.08,76.99,10.84,2.17,1.08,12.47,1,100.0,43.75,20.02,10.19
Matej Kovar,CZE,PSV Eindhoven,UEFA Champions League,GK,Goalkeeper,25,450,5.2,1.6,3.6,1.78,0.18,0.0,6.6,17.6,38.4,5.4,1366.8,5.2,238.84,15.0,1.0,0.6,10.18,1,69.23,37.5,6.67,23.7
Mateusz Kochalski,POL,Qarabağ,UEFA Champions League,GK,Goalkeeper,25,450,4.8,1.8,3.0,1.78,-0.02,0.2,4.8,18.2,30.6,2.2,1088.48,10.0,524.18,14.0,0.2,1.0,21.9,1,62.5,26.37,1.43,23.18
Matheus,BRA,Red Star,UEFA Europa League,GK,Goalkeeper,33,450,3.8,1.0,2.8,1.42,0.42,0.4,6.0,15.2,33.8,3.6,1051.72,6.4,237.22,13.0,1.0,1.6,25.08,1,73.68,39.47,7.69,27.53
Mathew Ryan,AUS,Levante,Spanish La Liga,GK,Goalkeeper,33,1080,5.08,1.75,3.42,1.75,0.0,0.17,5.83,15.08,25.33,4.58,912.48,8.83,423.64,16.67,1.17,1.17,20.07,1,67.32,38.66,7.02,23.19
Mathias Dyngeland,NOR,Brann,UEFA Europa League,GK,Goalkeeper,30,450,3.4,0.6,2.8,0.96,0.36,0.6,6.4,18.6,50.8,2.8,1638.4,3.4,126.62,18.4,0.8,1.6,25.7,1,82.35,34.41,4.35,23.25
Matteo Bignetti,AUT,Sturm Graz,UEFA Europa League,GK,Goalkeeper,21,90,6.0,2.0,4.0,2.6,0.6,0.0,3.0,17.0,25.0,2.0,910.0,12.0,519.6,18.0,0.0,1.0,10.0,1,66.67,17.65,0.0,28.89
Mattia Perin,ITA,Juventus,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,33,360,4.5,1.5,3.0,1.27,-0.22,0.0,2.75,5.75,18.75,3.5,597.05,4.5,141.45,8.5,0.25,0.25,9.0,1,66.67,47.83,2.94,18.81
Matvei Safonov,RUS,Paris S-G,French Ligue 1,GK,Goalkeeper,26,90,2.0,0.0,2.0,0.2,0.2,1.0,2.0,6.0,27.0,2.0,726.3,1.0,66.0,10.0,1.0,3.0,55.2,1,100.0,33.33,10.0,10.0
Matz Sels,BEL,Nott'ham Forest,"English Premier League, UEFA Europa League",GK,Goalkeeper,33,1620,4.44,1.67,2.83,1.49,-0.18,0.17,4.33,14.17,23.78,3.56,913.74,5.72,218.96,13.44,0.33,1.06,21.43,1,63.74,30.56,2.46,21.39
Matías Dituro,ARG,Elche,Spanish La Liga,GK,Goalkeeper,38,540,3.5,1.0,2.5,0.98,-0.02,0.17,9.0,20.5,56.83,3.33,1763.87,4.67,224.83,12.0,1.5,3.67,68.35,1,71.43,43.9,12.5,20.0
Melker Ellborg,SWE,Malmö,UEFA Europa League,GK,Goalkeeper,22,270,6.33,1.67,4.33,2.37,0.7,0.0,1.67,16.67,25.67,4.33,921.07,9.67,453.13,23.0,0.67,0.33,9.0,1,68.4,10.02,2.91,25.61
Melvin Zinga,FRA,Angers,French Ligue 1,GK,Goalkeeper,23,90,6.0,2.0,4.0,2.0,0.0,0.0,4.0,13.0,25.0,5.0,800.0,11.0,407.0,20.0,1.0,0.0,0.0,1,66.67,30.77,5.0,22.22
Michael Brouwer,NED,Utrecht,UEFA Europa League,GK,Goalkeeper,32,112,8.04,1.61,6.43,2.01,0.4,0.8,8.04,20.09,24.91,3.21,1000.69,5.62,271.77,16.88,0.0,0.8,13.02,1,79.98,40.02,0.0,19.99
Michael Zetterer,GER,Eint Frankfurt,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,30,1170,4.92,1.92,3.0,1.55,-0.37,0.23,5.15,14.69,38.46,6.54,1268.32,4.38,174.94,12.77,0.62,1.08,16.82,1,60.98,35.06,4.86,19.21
Michele Di Gregorio,ITA,Juventus,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,28,1350,3.33,1.2,2.13,1.1,-0.1,0.27,2.87,7.6,27.33,4.33,823.1,3.6,138.56,12.4,0.93,0.67,13.47,1,63.96,37.76,7.5,21.13
Mike Maignan,FRA,Milan,Italian Serie A,GK,Goalkeeper,30,1045,3.53,0.78,2.58,1.25,0.47,0.43,3.1,11.02,33.85,4.65,1092.81,4.05,193.57,18.09,1.46,0.6,13.07,1,73.09,28.13,8.07,25.88
Mike Penders,BEL,Strasbourg,"French Ligue 1, UEFA Europa Conference League",GK,Goalkeeper,20,1620,4.0,1.33,2.67,1.37,0.04,0.28,3.06,8.0,47.33,2.61,1127.69,2.89,132.59,12.89,0.94,0.94,14.86,1,66.75,38.25,7.29,22.86
Mile Svilar,SRB,Roma,"Italian Serie A, UEFA Europa League",GK,Goalkeeper,26,1710,3.53,0.68,2.84,0.91,0.23,0.37,4.68,13.42,32.11,6.05,1074.24,6.37,290.85,9.84,0.95,0.84,14.89,1,80.45,34.87,9.65,20.74
Mio Backhaus,GER,Werder Bremen,German Bundesliga,GK,Goalkeeper,21,990,5.18,1.82,3.45,1.72,-0.1,0.18,1.82,5.73,31.73,6.27,839.12,3.73,144.16,15.91,1.64,1.09,17.12,1,66.6,31.76,10.31,22.12
Mirko Salvi,SUI,Basel,UEFA Europa League,GK,Goalkeeper,31,90,5.0,2.0,3.0,1.7,-0.3,0.0,1.0,3.0,20.0,4.0,572.0,2.0,66.0,13.0,0.0,2.0,63.0,1,60.0,33.33,0.0,20.4
Miłosz Piekutowski,POL,Jagiellonia,UEFA Europa Conference League,GK,Goalkeeper,19,180,4.5,1.0,3.5,1.45,0.45,0.0,3.0,8.5,28.5,3.5,731.05,5.5,203.9,16.5,1.0,1.0,12.7,1,77.78,35.29,6.06,25.06
Moritz Nicolas,GER,Gladbach,German Bundesliga,GK,Goalkeeper,28,1170,4.69,1.46,3.23,1.45,-0.01,0.46,6.08,12.38,28.69,4.23,900.36,3.85,206.88,15.46,0.85,1.15,21.42,1,68.87,49.11,5.5,21.29
Mory Diaw,SEN,Le Havre,French Ligue 1,GK,Goalkeeper,32,1350,3.8,1.4,2.4,1.13,-0.27,0.33,4.93,13.07,31.33,5.07,996.75,6.67,250.33,15.0,1.73,1.07,15.91,1,63.16,37.72,11.53,18.78
Nauzet García,ESP,Red Imps,UEFA Europa Conference League,GK,Goalkeeper,31,90,10.0,5.0,5.0,4.1,-0.9,0.0,5.0,14.0,29.0,2.0,1070.1,4.0,140.0,17.0,1.0,2.0,29.6,1,50.0,35.71,5.88,20.5
Neofytos Michael,CYP,Pafos FC,UEFA Champions League,GK,Goalkeeper,31,450,6.2,1.4,4.8,1.66,0.26,0.6,2.8,16.6,30.0,4.8,1026.78,10.0,547.32,20.0,0.4,0.6,10.2,1,77.42,16.87,2.0,20.73
Nick Pope,ENG,Newcastle Utd,"English Premier League, UEFA Champions League",GK,Goalkeeper,33,1516,4.51,1.01,3.56,1.1,0.09,0.47,2.97,10.98,22.68,7.54,735.26,6.59,318.74,12.88,1.6,2.67,50.57,1,78.94,27.05,12.42,19.25
Nicola Leali,ITA,Genoa,Italian Serie A,GK,Goalkeeper,32,1170,3.85,1.54,2.38,1.37,-0.17,0.15,3.92,11.85,21.85,2.69,782.68,4.38,194.72,12.54,0.46,0.85,17.07,1,61.82,33.08,3.67,22.0
Nikita Haikin,RUS,Bodø/Glimt,UEFA Champions League,GK,Goalkeeper,30,450,8.2,2.2,6.2,2.98,0.78,0.0,4.2,13.2,35.4,4.8,1162.92,3.2,142.82,16.6,1.4,0.6,11.92,1,75.61,31.82,8.43,27.48
Niklas Hedl,AUT,Rapid Wien,UEFA Europa Conference League,GK,Goalkeeper,24,180,7.0,3.5,3.0,2.95,-0.55,0.0,4.5,12.0,16.0,2.5,597.85,7.0,398.6,10.5,0.5,2.0,39.4,1,42.86,37.5,4.76,18.06
Nikola Vasilj,BIH,St. Pauli,German Bundesliga,GK,Goalkeeper,30,1170,5.46,1.92,3.38,2.12,0.19,0.08,2.69,9.23,36.0,4.38,1039.86,1.31,43.0,8.15,0.85,0.92,14.94,1,61.9,29.14,10.43,24.04
Noah Atubolu,GER,Freiburg,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,23,1620,3.89,1.39,2.44,1.36,-0.03,0.33,7.22,21.67,41.61,3.11,1519.31,5.11,302.68,12.56,0.56,1.44,28.07,1,62.72,33.32,4.46,21.93
Nordin Jackers,BEL,Club Brugge,UEFA Champions League,GK,Goalkeeper,28,432,6.67,2.71,4.17,1.92,-0.79,0.0,6.25,18.54,36.46,4.17,1317.48,4.58,236.88,12.92,0.83,0.62,10.19,1,62.52,33.71,6.42,18.0
Obed Nkambadio,FRA,Paris FC,French Ligue 1,GK,Goalkeeper,22,990,3.91,1.82,2.0,1.44,-0.38,0.09,2.64,10.0,37.82,4.45,1071.95,6.45,180.05,13.36,0.36,1.09,17.45,1,51.15,26.4,2.69,18.84
Odysseas Vlachodimos,GRE,Sevilla,Spanish La Liga,GK,Goalkeeper,31,990,4.91,1.55,3.36,1.65,0.1,0.18,5.0,14.64,30.18,5.18,1039.32,6.0,278.97,13.27,0.36,0.55,7.32,1,68.43,34.15,2.71,23.0
Okan Kocuk,TUR,Samsunspor,UEFA Europa Conference League,GK,Goalkeeper,30,360,1.75,0.5,1.25,0.65,0.15,0.75,3.5,9.5,24.0,5.0,693.15,7.0,293.52,13.25,1.0,0.25,3.75,1,71.43,36.84,7.55,26.53
Oliver Baumann,GER,Hoffenheim,German Bundesliga,GK,Goalkeeper,35,1170,4.15,1.46,2.69,1.38,-0.08,0.15,4.69,14.38,35.85,3.31,1196.18,3.92,164.55,15.85,0.77,3.0,58.77,1,64.82,32.61,4.86,21.55
Oliver Christensen,DEN,Sturm Graz,UEFA Europa League,GK,Goalkeeper,26,360,5.0,1.25,3.75,1.42,0.18,0.25,2.25,11.25,25.75,4.0,884.42,3.75,166.25,16.75,0.0,0.5,7.9,1,75.0,20.0,0.0,21.3
Oliwier Zych,POL,Raków,UEFA Europa Conference League,GK,Goalkeeper,21,180,4.0,0.5,3.5,1.2,0.7,0.5,4.5,19.5,33.5,3.5,1172.8,8.0,464.4,13.5,1.5,0.5,7.5,1,87.5,23.08,11.11,26.25
Pablo Cuñat,ESP,Levante,Spanish La Liga,GK,Goalkeeper,23,180,7.0,2.5,5.0,2.35,-0.15,0.0,5.5,18.5,22.5,7.0,939.45,13.0,625.4,23.0,1.0,0.5,4.95,1,71.43,29.73,4.35,23.98
Pape Mamadou Sy,SEN,Metz,French Ligue 1,GK,Goalkeeper,28,76,9.47,4.74,4.74,3.43,-1.3,0.0,7.11,22.5,24.87,2.37,1027.07,9.47,529.58,11.84,1.18,1.18,20.13,1,50.05,31.6,9.97,18.13
Patrik Carlgren,SWE,Nantes,French Ligue 1,GK,Goalkeeper,33,92,4.89,1.96,2.93,0.68,-1.27,0.0,1.96,18.59,28.37,7.83,1172.93,8.8,395.02,38.15,0.98,0.0,0.0,1,59.92,10.54,2.57,8.33
Pau López,ESP,Betis,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,30,720,3.88,1.12,2.62,1.12,0.0,0.25,3.5,9.62,24.75,4.0,774.48,6.38,294.05,13.62,0.5,0.75,16.61,1,67.53,36.38,3.67,19.49
Paul Gartler,AUT,Rapid Wien,UEFA Europa Conference League,GK,Goalkeeper,28,180,6.5,2.5,4.0,2.15,-0.35,0.0,5.5,21.0,24.0,2.0,1040.85,9.0,492.75,12.0,0.5,3.0,73.4,1,61.54,26.19,4.17,20.36
Paulo Gazzaniga,ARG,Girona,Spanish La Liga,GK,Goalkeeper,33,1212,5.57,1.71,3.86,1.89,0.19,0.15,3.64,14.03,34.53,4.53,1127.76,4.75,257.27,16.49,0.59,1.26,22.15,1,69.3,25.94,3.58,23.51
Pavlo Isenko,UKR,CS U Craiova,UEFA Europa Conference League,GK,Goalkeeper,22,360,4.0,0.75,3.25,0.75,0.0,0.5,2.75,8.75,22.0,3.75,702.6,7.5,229.45,17.25,0.5,0.75,16.4,1,81.25,31.43,2.9,15.23
Peter Vindahl Jensen,DEN,Sparta Prague,UEFA Europa Conference League,GK,Goalkeeper,27,270,2.33,0.33,2.0,0.5,0.17,0.67,4.0,9.67,42.33,5.33,1202.6,2.0,71.37,7.33,0.0,1.67,33.9,1,85.84,41.37,0.0,18.42
Philipp Köhn,SUI,Monaco,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,27,1182,4.57,1.75,2.89,1.61,-0.14,0.3,2.59,6.7,22.99,4.49,646.28,5.03,162.11,12.18,0.91,1.9,33.72,1,63.24,38.66,7.47,22.28
Pietro Terracciano,ITA,Milan,Italian Serie A,GK,Goalkeeper,35,125,2.88,0.0,2.88,0.14,0.14,1.44,5.04,6.48,21.6,3.6,661.82,4.32,187.2,13.68,0.72,0.0,0.0,1,100.0,77.78,5.26,4.86
Péter Gulácsi,HUN,RB Leipzig,German Bundesliga,GK,Goalkeeper,35,1170,3.23,1.0,2.23,1.03,0.03,0.54,2.62,8.38,30.69,4.08,898.65,5.54,218.25,13.85,0.85,1.38,24.72,1,69.04,31.26,6.14,22.02
Radosław Majecki,POL,Brest,French Ligue 1,GK,Goalkeeper,25,864,4.27,1.56,2.71,1.17,-0.53,0.31,7.19,15.31,29.06,4.38,1047.49,6.35,326.39,15.1,0.94,0.52,7.22,1,63.47,46.96,6.23,17.39
Razvan Sava,ROU,Udinese,Italian Serie A,GK,Goalkeeper,23,540,3.5,1.5,2.0,1.15,-0.35,0.17,2.33,8.0,23.5,3.33,695.48,5.17,192.27,11.83,0.17,1.0,21.63,1,57.14,29.12,1.44,18.78
Remko Pasveer,NED,Ajax,UEFA Champions League,GK,Goalkeeper,41,180,9.0,4.0,5.0,3.85,-0.15,0.0,5.0,20.5,42.5,6.0,1576.75,6.5,269.75,16.5,0.5,0.0,0.0,1,55.56,24.39,3.03,23.77
Robert Sánchez,ESP,Chelsea,"English Premier League, UEFA Champions League",GK,Goalkeeper,28,1624,3.05,1.0,2.11,1.04,0.03,0.5,4.88,15.13,37.8,4.49,1248.3,3.99,210.59,9.98,1.55,1.11,19.24,1,69.18,32.25,15.53,23.59
Robin Olsen,SWE,Malmö,UEFA Europa League,GK,Goalkeeper,35,180,7.0,2.5,4.5,2.15,-0.35,0.0,4.5,11.0,21.0,3.0,836.1,6.0,208.6,13.0,0.0,0.0,0.0,1,64.29,40.91,0.0,19.74
Robin Risser,FRA,Lens,French Ligue 1,GK,Goalkeeper,21,1350,3.67,0.87,2.67,1.08,0.21,0.27,3.2,9.2,26.13,3.73,839.89,4.73,187.29,13.07,0.6,0.53,10.65,1,72.75,34.78,4.59,21.41
Robin Roefs,NED,Sunderland,English Premier League,GK,Goalkeeper,22,1350,4.53,1.13,3.4,1.25,0.11,0.27,5.0,19.13,36.13,3.4,1299.49,6.13,393.86,17.53,1.93,1.33,24.13,1,75.06,26.14,11.01,20.71
Robin Zentner,GER,Mainz 05,"German Bundesliga, UEFA Europa Conference League",GK,Goalkeeper,31,1079,3.59,1.0,2.67,0.88,-0.12,0.17,7.34,23.1,31.7,2.17,1383.9,6.09,326.04,11.09,0.83,1.42,24.26,1,74.37,31.77,7.48,18.23
Roei Mashpati,ISR,Maccabi Tel Aviv,UEFA Europa League,GK,Goalkeeper,33,450,5.8,2.8,3.0,2.32,-0.48,0.2,2.2,6.2,34.8,3.6,897.72,2.0,55.4,13.0,0.4,0.6,8.32,1,51.72,35.48,3.08,20.69
