Game Week,Home Team,Away Team,Score,Attendance,Venue,Referee,Date,URL
J1,PSV Eindhoven,Union SG,1–3,"35,000",Philips Stadion,Anthony Taylor,2025-09-16,https://fbref.com/en/matches/55f1e483/PSV-Eindhoven-Union-SG-September-16-2025-Champions-League
J1,Athletic Club,Arsenal,0–2,"51,059",San Mamés,Donatas Rumšas,2025-09-16,https://fbref.com/en/matches/bea5d97a/Athletic-Club-Arsenal-September-16-2025-Champions-League
J1,Tottenham,Villarreal,1–0,"54,755",Tottenham Hotspur Stadium,Rade Obrenović,2025-09-16,https://fbref.com/en/matches/163add56/Tottenham-Hotspur-Villarreal-September-16-2025-Champions-League
J1,Benfica,Qarabağ,2–3,"53,257",Estádio do Sport Lisboa e Benfica,Erik Lambrechts,2025-09-16,https://fbref.com/en/matches/09951d6f/Benfica-Qarabag-September-16-2025-Champions-League
J1,Juventus,Dortmund,4–4,"41,497",Allianz Stadium,François Letexier,2025-09-16,https://fbref.com/en/matches/fd940777/Juventus-Dortmund-September-16-2025-Champions-League
J1,Real Madrid,Marseille,2–1,"74,610",Estadio Santiago Bernabéu,Irfan Peljto,2025-09-16,https://fbref.com/en/matches/da642f56/Real-Madrid-Marseille-September-16-2025-Champions-League
J1,Slavia Prague,Bodø/Glimt,2–2,"18,922",Fortuna Arena,Marian Barbu,2025-09-17,https://fbref.com/en/matches/0aabb023/Slavia-Prague-BodoGlimt-September-17-2025-Champions-League
J1,Olympiacos,Pafos FC,0–0,"32,050",Stadio Georgios Karaiskáki,István Kovács,2025-09-17,https://fbref.com/en/matches/24c159e8/Olympiacos-Pafos-FC-September-17-2025-Champions-League
J1,Liverpool,Atlético Madrid,3–2,"59,507",Anfield,Maurizio Mariani,2025-09-17,https://fbref.com/en/matches/aaca9bcb/Liverpool-Atletico-Madrid-September-17-2025-Champions-League
J1,Ajax,Inter,0–2,"52,288",Johan Cruijff Arena,Michael Oliver,2025-09-17,https://fbref.com/en/matches/d8ae5064/Ajax-Internazionale-September-17-2025-Champions-League
J1,Bayern Munich,Chelsea,3–1,"75,000",Allianz Arena,Jose Maria Sánchez,2025-09-17,https://fbref.com/en/matches/d8142627/Bayern-Munich-Chelsea-September-17-2025-Champions-League
