Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 30_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1,Oliver Abildgaard,dk DEN,MF,Pisa,28,1996,24,7,776,8.6,0,1,1,0,0,0,4,0,0.1,0.1,0.5,0.6,1,42,6,0.00,0.12,0.12,0.00,0.12,0.01,0.05,0.07,0.01,0.07,Matches,1,Oliver Abildgaard,dk DEN,MF,Pisa,28,1996,8.6,0,5,1,20.0,0.58,0.12,0.00,0.00,17.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,1,Oliver Abildgaard,dk DEN,MF,Pisa,28,1996,8.6,214,340,62.9,3515,1300,98,136,72.1,96,144,66.7,14,34,41.2,1,0.5,0.5,+0.5,7,24,6,2,42,Matches,1,Oliver Abildgaard,dk DEN,MF,Pisa,28,1996,8.6,340,334,4,0,0,1,7,2,0,0,0,0,214,2,9,Matches,1,Oliver Abildgaard,dk DEN,MF,Pisa,28,1996,8.6,11,1.28,8,0,0,2,1,0,2,0.23,1,0,0,1,0,0,Matches,1,Oliver Abildgaard,dk DEN,MF,Pisa,28,1996,8.6,19,8,5,14,0,7,12,58.3,5,8,2,6,10,29,47,1,Matches,1,Oliver Abildgaard,dk DEN,MF,Pisa,28,1996,8.6,472,41,149,252,74,24,472,7,2,28.6,4,57.1,148,783,332,1,5,0,10,4,196,6,Matches,1,Oliver Abildgaard,dk DEN,MF,Pisa,28,1996,8.6,4,0,0,28,10,0,7,10,8,0,0,0,37,66,21,75.9,Matches
2,Fabio Abiuso,gr GRE,FW,Modena,21,2003,16,7,728,8.1,2,1,3,2,0,0,1,0,2.2,2.2,0.5,2.6,3,8,36,0.25,0.12,0.37,0.25,0.37,0.27,0.06,0.32,0.27,0.32,Matches,2,Fabio Abiuso,gr GRE,FW,Modena,21,2003,8.1,2,17,7,41.2,2.10,0.87,0.12,0.29,11.4,0,0,0,2.2,2.2,0.13,-0.2,-0.2,Matches,2,Fabio Abiuso,gr GRE,FW,Modena,21,2003,8.1,91,147,61.9,1145,165,56,79,70.9,28,45,62.2,1,6,16.7,1,0.5,0.7,+0.5,8,7,2,0,8,Matches,2,Fabio Abiuso,gr GRE,FW,Modena,21,2003,8.1,147,138,9,0,2,1,1,0,0,0,0,0,91,0,7,Matches,2,Fabio Abiuso,gr GRE,FW,Modena,21,2003,8.1,16,1.98,13,0,2,1,0,0,4,0.49,4,0,0,0,0,0,Matches,2,Fabio Abiuso,gr GRE,FW,Modena,21,2003,8.1,5,3,0,5,0,5,8,62.5,3,6,0,6,2,7,6,0,Matches,2,Fabio Abiuso,gr GRE,FW,Modena,21,2003,8.1,231,5,17,106,108,34,231,11,4,36.4,7,63.6,109,472,144,3,9,2,24,6,160,36,Matches,2,Fabio Abiuso,gr GRE,FW,Modena,21,2003,8.1,1,0,0,14,10,5,1,2,3,0,0,0,17,29,39,42.6,Matches
3,Fabio Abiuso,gr GRE,"FW,MF",Sampdoria,21,2003,9,0,104,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,3,7,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches,3,Fabio Abiuso,gr GRE,"FW,MF",Sampdoria,21,2003,1.2,0,2,0,0.0,1.73,0.00,0.00,,12.2,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches,3,Fabio Abiuso,gr GRE,"FW,MF",Sampdoria,21,2003,1.2,10,23,43.5,130,27,7,14,50.0,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,0,1,2,0,3,Matches,3,Fabio Abiuso,gr GRE,"FW,MF",Sampdoria,21,2003,1.2,23,23,0,0,0,0,0,0,0,0,0,0,10,0,2,Matches,3,Fabio Abiuso,gr GRE,"FW,MF",Sampdoria,21,2003,1.2,2,1.73,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3,Fabio Abiuso,gr GRE,"FW,MF",Sampdoria,21,2003,1.2,4,1,0,1,3,1,1,100.0,0,0,0,0,1,5,4,0,Matches,3,Fabio Abiuso,gr GRE,"FW,MF",Sampdoria,21,2003,1.2,40,3,6,13,21,6,40,0,0,,0,,13,46,33,1,1,1,5,1,27,7,Matches,3,Fabio Abiuso,gr GRE,"FW,MF",Sampdoria,21,2003,1.2,0,0,0,3,3,0,0,1,1,0,0,0,0,11,4,73.3,Matches
4,Emanuele Adamo,it ITA,"DF,MF",Cesena,26,1998,33,22,2067,23.0,2,0,2,2,0,0,11,0,2.0,2.0,0.9,2.9,60,72,123,0.09,0.00,0.09,0.09,0.09,0.09,0.04,0.13,0.09,0.13,Matches,4,Emanuele Adamo,it ITA,"DF,MF",Cesena,26,1998,23.0,2,33,15,45.5,1.44,0.65,0.06,0.13,20.0,0,0,0,2.0,2.0,0.06,0.0,0.0,Matches,4,Emanuele Adamo,it ITA,"DF,MF",Cesena,26,1998,23.0,766,996,76.9,11808,3826,430,494,87.0,262,333,78.7,50,98,51.0,0,0.9,1.5,-0.9,18,58,21,6,72,Matches,4,Emanuele Adamo,it ITA,"DF,MF",Cesena,26,1998,23.0,996,888,107,7,0,6,53,92,8,5,3,0,766,1,35,Matches,4,Emanuele Adamo,it ITA,"DF,MF",Cesena,26,1998,23.0,66,2.87,47,7,3,4,5,0,7,0.30,5,1,0,1,0,0,Matches,4,Emanuele Adamo,it ITA,"DF,MF",Cesena,26,1998,23.0,45,22,24,18,3,20,44,45.5,24,37,5,32,27,72,55,1,Matches,4,Emanuele Adamo,it ITA,"DF,MF",Cesena,26,1998,23.0,1303,63,358,573,402,47,1303,59,30,50.8,24,40.7,637,4306,2180,60,35,10,45,20,777,123,Matches,4,Emanuele Adamo,it ITA,"DF,MF",Cesena,26,1998,23.0,11,0,0,36,47,2,53,27,22,0,0,0,120,3,16,15.8,Matches
5,Marius Adamonis,lt LTU,GK,Südtirol,27,1997,15,15,1350,15.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,5,Marius Adamonis,lt LTU,GK,Südtirol,27,1997,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5,Marius Adamonis,lt LTU,GK,Südtirol,27,1997,15.0,173,367,47.1,8237,7771,4,4,100.0,39,44,88.6,130,317,41.0,0,0.0,0.1,0.0,0,18,0,0,0,Matches,5,Marius Adamonis,lt LTU,GK,Südtirol,27,1997,15.0,367,178,188,67,0,0,0,0,0,0,0,0,173,1,0,Matches,5,Marius Adamonis,lt LTU,GK,Südtirol,27,1997,15.0,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5,Marius Adamonis,lt LTU,GK,Südtirol,27,1997,15.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,Matches,5,Marius Adamonis,lt LTU,GK,Südtirol,27,1997,15.0,394,305,388,6,0,0,394,0,0,,0,,142,1099,833,0,0,0,0,0,75,0,Matches,5,Marius Adamonis,lt LTU,GK,Südtirol,27,1997,15.0,0,0,0,0,4,0,0,0,0,0,0,0,18,2,0,100.0,Matches
6,Andrea Adorante,it ITA,FW,Juve Stabia,24,2000,33,31,2586,28.7,15,2,17,14,1,1,5,0,9.8,9.0,1.1,10.1,32,48,129,0.52,0.07,0.59,0.49,0.56,0.34,0.04,0.38,0.31,0.35,Matches,6,Andrea Adorante,it ITA,FW,Juve Stabia,24,2000,28.7,15,72,29,40.3,2.51,1.01,0.19,0.48,14.6,1,1,1,9.8,9.0,0.12,+5.2,+5.0,Matches,6,Andrea Adorante,it ITA,FW,Juve Stabia,24,2000,28.7,333,542,61.4,4268,831,188,277,67.9,90,140,64.3,12,28,42.9,2,1.1,1.4,+0.9,15,32,4,0,48,Matches,6,Andrea Adorante,it ITA,FW,Juve Stabia,24,2000,28.7,542,512,30,0,1,3,16,2,0,0,0,0,333,0,19,Matches,6,Andrea Adorante,it ITA,FW,Juve Stabia,24,2000,28.7,41,1.43,23,0,4,10,4,0,6,0.21,5,0,0,1,0,0,Matches,6,Andrea Adorante,it ITA,FW,Juve Stabia,24,2000,28.7,13,3,3,7,3,6,11,54.5,5,12,4,8,5,18,30,0,Matches,6,Andrea Adorante,it ITA,FW,Juve Stabia,24,2000,28.7,866,38,87,436,361,110,865,48,21,43.8,24,50.0,500,2388,873,32,20,19,83,52,657,129,Matches,6,Andrea Adorante,it ITA,FW,Juve Stabia,24,2000,28.7,5,0,0,58,84,17,16,5,3,0,0,0,82,117,143,45.0,Matches
7,Davide Adorni,it ITA,DF,Brescia,31,1992,36,36,3220,35.8,3,0,3,3,0,0,11,0,3.0,3.0,0.4,3.4,11,79,3,0.08,0.00,0.08,0.08,0.08,0.08,0.01,0.09,0.08,0.09,Matches,7,Davide Adorni,it ITA,DF,Brescia,31,1992,35.8,3,28,7,25.0,0.78,0.20,0.11,0.43,11.8,0,0,0,3.0,3.0,0.11,0.0,0.0,Matches,7,Davide Adorni,it ITA,DF,Brescia,31,1992,35.8,1408,1666,84.5,31543,12978,322,364,88.5,831,887,93.7,250,388,64.4,0,0.4,0.5,-0.4,7,70,6,0,79,Matches,7,Davide Adorni,it ITA,DF,Brescia,31,1992,35.8,1666,1538,124,65,0,8,1,1,0,0,0,0,1408,4,3,Matches,7,Davide Adorni,it ITA,DF,Brescia,31,1992,35.8,26,0.73,20,0,0,3,1,2,3,0.08,2,0,0,0,1,0,Matches,7,Davide Adorni,it ITA,DF,Brescia,31,1992,35.8,51,25,26,23,2,19,26,73.1,7,43,32,11,37,88,189,3,Matches,7,Davide Adorni,it ITA,DF,Brescia,31,1992,35.8,2039,309,1177,805,63,39,2039,2,1,50.0,1,50.0,972,4705,2578,11,6,0,10,5,1224,3,Matches,7,Davide Adorni,it ITA,DF,Brescia,31,1992,35.8,11,0,0,38,13,0,1,37,25,1,1,0,101,91,73,55.5,Matches
8,Ebenezer Akinsanmiro,ng NGA,"MF,FW",Sampdoria,19,2004,35,14,1530,17.0,1,1,2,1,0,0,4,1,1.6,1.6,2.7,4.3,44,97,81,0.06,0.06,0.12,0.06,0.12,0.09,0.16,0.25,0.09,0.25,Matches,8,Ebenezer Akinsanmiro,ng NGA,"MF,FW",Sampdoria,19,2004,17.0,1,23,7,30.4,1.35,0.41,0.04,0.14,20.6,0,0,0,1.6,1.6,0.07,-0.6,-0.6,Matches,8,Ebenezer Akinsanmiro,ng NGA,"MF,FW",Sampdoria,19,2004,17.0,444,584,76.0,7084,2419,231,283,81.6,169,208,81.3,28,50,56.0,1,2.7,2.5,-1.7,28,58,21,2,97,Matches,8,Ebenezer Akinsanmiro,ng NGA,"MF,FW",Sampdoria,19,2004,17.0,584,574,8,1,3,3,12,6,0,0,0,0,444,2,14,Matches,8,Ebenezer Akinsanmiro,ng NGA,"MF,FW",Sampdoria,19,2004,17.0,79,4.65,60,1,5,4,7,2,2,0.12,2,0,0,0,0,0,Matches,8,Ebenezer Akinsanmiro,ng NGA,"MF,FW",Sampdoria,19,2004,17.0,39,25,10,19,10,20,31,64.5,11,14,2,12,9,48,16,0,Matches,8,Ebenezer Akinsanmiro,ng NGA,"MF,FW",Sampdoria,19,2004,17.0,825,16,114,409,325,49,825,97,49,50.5,40,41.2,471,3001,1626,44,31,13,41,41,528,81,Matches,8,Ebenezer Akinsanmiro,ng NGA,"MF,FW",Sampdoria,19,2004,17.0,4,1,0,53,37,3,12,9,25,0,0,0,99,26,37,41.3,Matches
9,Thomas Alberti,it ITA,FW,Modena,26,1998,1,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.63,0.63,0.63,Matches,9,Thomas Alberti,it ITA,FW,Modena,26,1998,0.1,0,1,1,100.0,10.00,10.00,0.00,0.00,14.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,9,Thomas Alberti,it ITA,FW,Modena,26,1998,0.1,2,3,66.7,41,22,0,0,,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,Matches,9,Thomas Alberti,it ITA,FW,Modena,26,1998,0.1,3,2,1,0,0,0,0,0,0,0,0,0,2,0,0,Matches,9,Thomas Alberti,it ITA,FW,Modena,26,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9,Thomas Alberti,it ITA,FW,Modena,26,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,9,Thomas Alberti,it ITA,FW,Modena,26,1998,0.1,6,0,0,4,2,1,6,0,0,,0,,3,10,0,0,0,0,2,1,5,1,Matches,9,Thomas Alberti,it ITA,FW,Modena,26,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
